record_id,id,parcel,umap_x,umap_y,pca_x,pca_y,violation_type,neighborhood,year_built,property_type,date,latitude,longitude
90364,70424,1301778000,1.4907813,-5.724822,0.2966934832919748,-1.611718251518046,Enforcement Violations,Dorchester,1900.0,Residential 3-family,2023-07-12 00:00:00+00:00,42.31728952834198,-71.06204054751707
31022,91197,104697000,13.872125,7.2961893,-0.5603759401507075,-0.7673793546247842,Enforcement Violations,East Boston,1895.0,Residential 3-family,2025-01-02 00:00:00+00:00,42.36492948579766,-71.03221037343165
25255,32548,302511000,12.880032,4.672136,-6.743421479600505,-0.1829572981885969,Enforcement Violations,Boston,1899.0,Mixed Use (Res. and Comm.),2025-02-23 00:00:00+00:00,42.36419951623228,-71.05566042845302
40650,52382,1200081000,3.1200254,12.959421,-1.554796727571492,-2.6666178783322447,Housing Complaints,Roxbury,1900.0,Residential 4 or more family,2024-09-24 12:03:00+00:00,42.32636955484888,-71.08264057335735
145695,74387,1903538000,8.871117,8.302615,1.804828552869416,2.864910715569594,Sanitation Requests,Roslindale,1910.0,Residential 1-family,2021-11-15 10:43:00+00:00,42.2869596154929,-71.12327075238974
166440,61570,1806556000,-4.189078,3.5689888,0.4451084084335854,4.306448225175504,Enforcement Violations,Roslindale,1910.0,Residential 1-family,2021-04-28 00:00:00+00:00,42.2848795972612,-71.10951072620017
10341,81260,2101753000,2.3219755,13.991994,0.6567965262228588,-0.4704600465559436,Enforcement Violations,Brighton,1885.0,Residential 3-family,2025-07-04 00:00:00+00:00,42.3453196304847,-71.14127066290824
31062,70645,1600735010,-3.3654017,5.9906287,3.972172165300566,-0.1373248248574538,Enforcement Violations,Dorchester,1910.0,Residential 1-family,2025-01-02 00:00:00+00:00,42.29650952761694,-71.0605005901275
42699,58085,1103732000,-4.1899266,4.9055324,2.35262902699156,2.836575517840584,Enforcement Violations,Jamaica Plain,1930.0,Residential 1-family,2024-09-08 00:00:00+00:00,42.298949596611415,-71.11072069765376
72000,96881,801547000,-7.5351977,-9.953855,-2.951504201035007,-2.224028263138609,Enforcement Violations,Roxbury,1899.0,Residential 4 or more family,2023-12-20 00:00:00+00:00,42.33622954538508,-71.07628053726894
176315,80545,1811937000,-3.7234488,-9.005774,1.4981099532488953,3.0202643632892814,Enforcement Violations,Hyde Park,1900.0,Residential 1-family,2020-12-11 00:00:00+00:00,42.25328963489943,-71.13294085027258
52274,81106,502128000,11.308297,-5.3925343,-6.153206560189342,-0.2887331607035576,Enforcement Violations,Boston,1899.0,Residential 7 or more units,2024-07-03 00:00:00+00:00,42.3599595324988,-71.06760446387456
169928,64946,1200488000,-2.3152025,4.14032,1.5930301836027214,1.4406392369252632,Sanitation Requests,Roxbury,1890.0,Residential 1-family,2021-03-12 13:01:00+00:00,42.320569553479416,-71.08084058117613
3426,56796,500069003,-0.4355333,6.1888304,1.214942192909204,2.5911010320480803,Sanitation Requests,Boston,1920.0,Residential 1-family,2025-08-28 13:37:16.937000+00:00,42.34955853130565,-71.0661614850991
109234,75016,2203910000,9.822759,-0.22508524,-3.7702361193310208,1.2494513768039768,Housing Complaints,Brighton,1930.0,Residential 4 or more family,2023-01-02 18:32:00+00:00,42.34974965941438,-71.16407070345423
156763,55382,1400496000,2.1045601,7.733858,3.138458133853192,-0.8542178391221775,Enforcement Violations,Dorchester,1900.0,Residential 2-family,2021-08-17 00:00:00+00:00,42.310979552588336,-71.07981060135211
87568,68201,100242000,-1.1494087,-6.8138604,0.501764343221898,-3.1404233962934764,Enforcement Violations,East Boston,1900.0,Residential 3-family,2023-08-04 00:00:00+00:00,42.38088948196357,-71.02945033180748
17538,57450,703693000,7.7323427,15.924607,-0.7219639011075344,-1.823472477432431,Housing Complaints,Dorchester,1900.0,Residential 4 or more family,2025-05-08 10:05:00+00:00,42.31946953462062,-71.06658055236629
27362,35093,2100590000,12.847932,-0.5683644,-1.282943905978808,-2.8904328103038317,Enforcement Violations,Allston,1880.0,Residential 4 or more family,2025-02-07 00:00:00+00:00,42.35381961176379,-71.12870061481959
68230,67894,102769000,-9.408737,2.8044782,2.709416408247753,-3.104499650144445,Enforcement Violations,East Boston,1900.0,Residential 3-family,2024-02-03 00:00:00+00:00,42.37963949259409,-71.03814035467448
85268,22307,2205278000,-4.3656697,14.172178,0.4614713319493341,4.373448480987109,Enforcement Violations,Brighton,1920.0,Residential 1-family,2023-08-25 00:00:00+00:00,42.3412896549763,-71.15934071204835
171996,68051,1300188000,6.6272964,5.8168344,3.219726808914634,0.260461639635271,Enforcement Violations,Dorchester,1900.0,Residential 2-family,2021-02-11 00:00:00+00:00,42.31826954442037,-71.07395057071416
3725,1294,800078000,-7.172944,2.6572711,1.9546202740142424,-2.169867031453589,Enforcement Violations,Dorchester,1890.0,Residential 3-family,2025-08-27 00:00:00+00:00,42.32033953870555,-71.07007055848047
26516,63909,1302088000,-1.5768683,5.5416064,2.5831219765286906,2.9799282841423564,Housing Complaints,Dorchester,1880.0,Residential 1-family,2025-02-15 08:52:00+00:00,42.31506008045975,-71.05852078858769
129477,87399,1600925000,-0.6836542,4.2537136,3.941623656909716,-0.1094922300696114,Enforcement Violations,Dorchester,1844.0,Residential 1-family,2022-06-16 00:00:00+00:00,42.29550126340944,-71.060143556971
67462,16499,1502616000,5.131985,8.718248,0.1405146691212734,-3.3687128336877192,Housing Violations,Dorchester,1920.0,Mixed Use (Res. and Comm.),2024-02-12 00:00:00+00:00,42.31329953623656,-71.06768056879255
30095,14106,2000199000,7.414086,10.5492735,0.6000000255410397,4.488687143169545,Enforcement Violations,Roslindale,1920.0,Residential 1-family,2025-01-13 00:00:00+00:00,42.28570963278145,-71.13514078260565
118607,18087,1303371000,1.2906222,-1.6924609,0.5436478748126536,-1.6163118399165295,Enforcement Violations,Dorchester,1915.0,Residential 3-family,2022-09-29 00:00:00+00:00,42.31905951903269,-71.05528052746338
106567,40809,400024000,-0.8292852,16.371239,-5.243090556042746,0.0775382022032043,Enforcement Violations,Boston,1920.0,Residential 4 or more family,2023-01-31 00:00:00+00:00,42.34656954162921,-71.07400050818705
140806,44897,202081000,-3.8289847,9.091293,-2.548192706694684,1.778888030373276,Enforcement Violations,Charlestown,1900.0,Residential 3-family,2022-01-25 00:00:00+00:00,42.38360854356978,-71.078972436777
95476,31586,1303329000,6.714383,6.622903,0.6458651897662924,1.6577980754256474,Sanitation Requests,Dorchester,1899.0,Residential 2-family,2023-05-28 21:24:43.933000+00:00,42.319079517388346,-71.05378052363231
102894,23753,2201681010,2.8856316,2.4425807,1.545752978688379,-2.535660071756558,Enforcement Violations,Allston,1905.0,Residential 3-family,2023-03-09 00:00:00+00:00,42.35779960975968,-71.12748060375623
5071,51428,305149000,-2.7423508,-7.3858933,0.5252778807080952,0.762879747135565,Enforcement Violations,Boston,1880.0,Residential 1-family,2025-08-19 00:00:00+00:00,42.34854952483266,-71.06110047457797
82670,73122,1100384000,-3.6360006,4.2474437,0.9827652943668452,1.4708962181058398,Enforcement Violations,Roxbury,1895.0,Residential 1-family,2023-09-06 00:00:00+00:00,42.32202956969629,-71.09266060495045
147080,54610,703203000,2.7134287,15.052547,2.009412587255188,3.664762941768083,Housing Complaints,Dorchester,1925.0,Residential 1-family,2021-10-31 16:19:00+00:00,42.32421326939312,-71.0591635020482
133399,51816,500831000,-2.9221804,-0.2834915,-5.494449299908206,0.3206141091221328,Enforcement Violations,Boston,1910.0,Residential 4 or more family,2022-04-30 00:00:00+00:00,42.34534953744414,-71.0712805050075
57977,16133,1800892000,-1.6515017,-2.0262709,4.453188433408729,-3.1083939000098577,Enforcement Violations,Mattapan,1905.0,Residential 3-family,2024-05-14 00:00:00+00:00,42.27759957294114,-71.09175070291259
142295,54576,1700249000,-14.086486,3.4441895,2.07585226171403,-1.8092447286512432,Enforcement Violations,Dorchester,1905.0,Residential 3-family,2021-12-30 00:00:00+00:00,42.29496954942198,-71.07605062844787
65050,5267,1404810000,-1.8472533,-12.738374,2.509159238583776,0.8328772081530058,Enforcement Violations,Mattapan,1920.0,Residential 2-family,2024-03-07 00:00:00+00:00,42.28247958023677,-71.097000703611
78008,48461,1400199000,2.0093853,7.6538053,3.1210141661151103,-0.8293095825363441,Enforcement Violations,Dorchester,1900.0,Residential 2-family,2023-10-18 00:00:00+00:00,42.31348955114085,-71.07840059252028
78280,89332,702087000,-1.1960453,-0.31498724,-2.338818958295576,1.457668095720836,Housing Complaints,South Boston,1905.0,Residential 3-family,2023-10-16 10:42:00+00:00,42.33095949700679,-71.03964046589161
52917,69043,1904853000,4.8612576,-2.585376,1.2547943283868408,-1.5098569452864974,Enforcement Violations,Jamaica Plain,1915.0,Residential 3-family,2024-06-27 00:00:00+00:00,42.29401960649864,-71.117100723593
133654,32306,1700498000,-5.3523254,4.485728,1.8617830003912437,-2.3086341554168097,Enforcement Violations,Dorchester,1905.0,Residential 3-family,2022-04-27 00:00:00+00:00,42.29303954547348,-71.07302062601363
148682,7017,1801869000,-1.1315383,10.862204,4.745025182429225,2.2278369312007755,Enforcement Violations,Mattapan,1935.0,Residential 1-family,2021-10-14 00:00:00+00:00,42.27100958390906,-71.09864073321083
131592,10345,1809195000,-5.0905585,12.247064,3.3127633843366744,2.471328279973406,Housing Complaints,Hyde Park,1910.0,Residential 1-family,2022-05-20 08:43:00+00:00,42.25331962262377,-71.12358082895277
53697,71103,1604867000,-2.5587497,13.111635,2.6353988209299297,-0.1818286658868616,Housing Complaints,Dorchester,1900.0,Residential 3-family,2024-06-18 15:54:00+00:00,42.28164953503263,-71.06469063243071
14460,52389,1801538000,-9.480391,9.401489,0.7944643059976787,-3.166443347449892,Enforcement Violations,Mattapan,1965.0,Residential 7 or more units,2025-06-05 00:00:00+00:00,42.26448958701936,-71.10064075148422
74961,31799,1904847000,4.6784115,-2.4053316,1.3829667065989053,-1.5392711544952309,Enforcement Violations,Jamaica Plain,1915.0,Residential 3-family,2023-11-20 00:00:00+00:00,42.293389606777936,-71.1173007247643
163483,76396,1704951000,1.2387618,4.6883183,3.657254265665205,1.9122221971214544,Building Violations,Dorchester,1900.0,Residential 1-family,2021-06-04 00:00:00+00:00,42.285589535763606,-71.06538062552939
166604,73081,1701350000,-11.07034,2.4399018,3.905174738167231,2.1631325207317333,Enforcement Violations,Dorchester,1897.0,Residential 1-family,2021-04-26 00:00:00+00:00,42.28814667814933,-71.0728661643426
87806,97121,1811016000,-1.6142584,-7.4742603,2.159682124280067,1.972974517218567,Enforcement Violations,Hyde Park,1941.0,Residential 2-family,2023-08-02 00:00:00+00:00,42.25313961321194,-71.11727081541733
39039,91869,2205084000,-3.273523,-8.923938,-0.8990057142497031,-0.0655708163044362,Enforcement Violations,Brighton,1924.0,Residential 3-family,2024-10-09 00:00:00+00:00,42.3401296539149,-71.15867071297414
127926,77132,104745000,1.6982694,-8.407157,-0.6798199998101616,1.926901460890727,Enforcement Violations,East Boston,1904.0,Residential 1-family,2022-07-09 00:00:00+00:00,42.36644949018034,-71.0354853774884
36714,84685,502222000,-6.8749638,7.382415,-6.238457818432631,-0.2078334076949553,Enforcement Violations,Boston,1907.0,Residential 7 or more units,2024-11-03 00:00:00+00:00,42.36045953298253,-71.06843046495848
60827,26015,501405000,6.850213,2.0600367,-8.536797892390958,0.8645393193105639,Enforcement Violations,Boston,1899.0,Mixed Use (Res. and Comm.),2024-04-17 00:00:00+00:00,42.35039954747182,-71.07867051037269
12173,71581,101968000,-2.2119637,9.549143,-0.9833362258804073,-2.4688287883347173,Enforcement Violations,East Boston,1899.0,Residential 4 or more family,2025-06-23 00:00:00+00:00,42.38995845449429,-71.00794426353056
23231,37930,302323000,-7.283942,12.3825035,-5.3865267417265015,0.511858467508291,Sanitation Requests,Boston,1920.0,Mixed Use (Res. and Comm.),2025-03-14 23:01:03.410000+00:00,42.36524451575183,-71.0553214240159
71964,19650,1100071000,6.0022473,1.1066865,-0.5510418949293869,-0.8615392729820306,Sanitation Requests,Roxbury,1860.0,Residential 3-family,2023-12-20 09:50:17.633000+00:00,42.32822957218528,-71.09557059723093
121014,11061,1202397000,0.9058273,-12.356938,6.577995378076564,0.0164208842492506,Housing Complaints,Dorchester,1899.0,Residential 1-family,2022-09-10 19:27:00+00:00,42.30621956152113,-71.08600062543746
170214,51977,1503036000,0.69223064,-2.7939386,3.435396063504472,-2.031676770547718,Sanitation Requests,Dorchester,1905.0,Residential 3-family,2021-03-09 17:53:00+00:00,42.309819529944015,-71.06241056411702
2172,26531,2205239000,4.0834026,6.902985,0.6532021596511568,4.027114081709129,Enforcement Violations,Brighton,1860.0,Residential 2-family,2025-09-04 00:00:00+00:00,42.34221965395117,-71.15880070788212
110161,34507,602620000,-4.8793254,-5.543302,-2.145577240067698,1.0015722125102575,Enforcement Violations,South Boston,1905.0,Residential 3-family,2022-12-19 00:00:00+00:00,42.33510948881534,-71.03351044254367
104778,9351,1100636000,12.847875,8.362234,-0.6998285417333202,1.3006347580680089,Sanitation Requests,Roxbury,2013.0,Residential 2-family,2023-02-16 07:52:00+00:00,42.32680541617721,-71.0958091451539
121552,57578,901877000,0.24669933,10.552759,2.599201231583768,-0.9276427851538156,Enforcement Violations,Mission Hill,1890.0,Residential 1-family,2022-09-06 00:00:00+00:00,42.33575855624586,-71.0842285558409
145957,87795,2203400000,-8.275753,8.483766,-0.1397429882246003,4.531845194478296,Enforcement Violations,Brighton,1900.0,Residential 2-family,2021-11-12 00:00:00+00:00,42.35286966491163,-71.16906070693608
107431,34175,1400367012,7.2117953,-2.810708,3.484414303355773,-0.4451059933717178,Enforcement Violations,Dorchester,1900.0,Residential 2-family,2023-01-23 00:00:00+00:00,42.30800954828851,-71.07639059963968
176277,31256,400425000,-2.4360836,-0.74305373,-5.086841334606469,-0.2922551189214887,Enforcement Violations,Boston,1899.0,Residential 4 or more family,2020-12-12 00:00:00+00:00,42.34447954513512,-71.07653051808919
109709,10433,1901989000,-4.5973687,7.36696,-0.2281534772684424,3.919045518769276,Sanitation Requests,Jamaica Plain,1927.0,Residential 2-family,2022-12-22 19:37:00+00:00,42.31602959966383,-71.11522066992683
37774,16977,2100571000,16.581116,3.4072158,1.78566658911856,-0.1664325630052107,Enforcement Violations,Allston,1900.0,Residential 2-family,2024-10-23 00:00:00+00:00,42.35351961123864,-71.12789061467207
64865,91288,1402163000,-3.106931,-10.067751,1.1913371339939711,-4.811199546030316,Enforcement Violations,Dorchester,1965.0,Residential 7 or more units,2024-03-08 00:00:00+00:00,42.293799559615685,-71.0829806475391
35,6949,1602472000,5.871179,-0.94119966,-1.3297213912797172,0.4458980163295221,Enforcement Violations,Dorchester,1950.0,Residential 3-family,2025-09-20 00:00:00+00:00,42.29021950927085,-71.04716057420127
118318,62252,2202901000,-8.765522,8.1838255,-1.6857964816438975,3.2752188593207845,Enforcement Violations,Brighton,1880.0,Residential 2-family,2022-10-02 00:00:00+00:00,42.35595965361861,-71.16074068175725
125247,31149,101694000,-2.787406,9.814128,-1.3022548488580716,-2.977682012074801,Enforcement Violations,East Boston,1910.0,Residential 4 or more family,2022-08-11 00:00:00+00:00,42.388409448174194,-71.00321025635613
140218,78909,2202987000,9.136398,-2.4546604,-1.5536371555421928,3.879935664077093,Enforcement Violations,Brighton,1890.0,Residential 1-family,2022-02-02 00:00:00+00:00,42.35308965687831,-71.16283069390089
43720,25407,2100435001,-0.29127344,2.4958596,1.7503183469455237,0.2153796686733445,Enforcement Violations,Allston,1920.0,Residential 1-family,2024-09-03 00:00:00+00:00,42.35507960822287,-71.12539060485064
24362,42522,1101082000,6.073012,9.701812,0.6652296998643582,-5.370761998772408,Enforcement Violations,Roxbury,1899.0,Mixed Use (Res. and Comm.),2025-03-04 00:00:00+00:00,42.31708585122424,-71.09849952123403
116236,53071,1301559000,5.1806374,5.3175273,2.8505453765637907,-3.411336788595663,Enforcement Violations,Dorchester,1905.0,Residential 3-family,2022-10-19 00:00:00+00:00,42.312249525185486,-71.05929055205168
85111,69251,1000772000,10.019402,2.2166734,-3.0341140815122176,-1.945777713806208,Enforcement Violations,Mission Hill,1905.0,Residential 7 or more units,2023-08-26 00:00:00+00:00,42.33131958250509,-71.10360060986159
151508,83203,503919000,1.4265953,10.144454,-4.377443386914215,0.6710034731358843,Sanitation Requests,Boston,1910.0,Residential 4 or more family,2021-09-17 21:10:00+00:00,42.3481995668358,-71.0936005485124
45925,67166,900782000,-8.570186,3.0684578,-4.81602560028798,-0.9694717079012316,Enforcement Violations,Roxbury,1899.0,Residential 7 or more units,2024-08-25 00:00:00+00:00,42.33980954990388,-71.07986053678324
15304,85913,303578000,-9.921667,0.87927556,-5.11238569484929,0.0113602401266681,Enforcement Violations,Boston,1899.0,Residential 4 or more family,2025-06-01 00:00:00+00:00,42.3623995126597,-71.05292042552196
97789,9077,1806838000,1.6593106,6.129597,3.8903309227847096,2.1310538327193878,Enforcement Violations,Hyde Park,1993.0,Residential 1-family,2023-05-03 00:00:00+00:00,42.27602961238762,-71.11936076898915
5554,82486,1702933000,-2.8470268,-5.4188843,2.530969271907048,-1.594113705906236,Sanitation Requests,Dorchester,1905.0,Residential 3-family,2025-08-15 08:49:14.667000+00:00,42.28224954579458,-71.07208064754177
21613,9724,1501051000,-7.464267,8.169363,2.4192929653189936,-3.4208646959399385,Enforcement Violations,Dorchester,1905.0,Residential 3-family,2025-03-31 00:00:00+00:00,42.302319537952,-71.06813059439439
6138,10601,1802166000,-1.0806391,10.715355,4.937043175716784,2.3718563990251007,Enforcement Violations,Mattapan,1936.0,Residential 1-family,2025-08-11 00:00:00+00:00,42.273239582593206,-71.09780072650872
146274,17696,103889000,-3.6792617,11.992316,-2.778185693624742,-1.5934577105661198,Sanitation Requests,East Boston,2013.0,Residential 4 or more family,2021-11-08 12:26:00+00:00,42.370909491921104,-71.03732037219552
68199,10293,300126000,-2.3979633,-2.2531354,-5.93187758440506,0.929914716788004,Sanitation Requests,Boston,1910.0,Residential 7 or more units,2024-02-04 09:15:55.410000+00:00,42.36036952864334,-71.06468045727568
156081,30377,2002658000,10.14753,4.1831427,0.2855468564806262,5.914307821496167,Enforcement Violations,West Roxbury,1920.0,Residential 2-family,2021-08-23 00:00:00+00:00,42.27452964957837,-71.14538083057127
67923,32624,1801694000,0.68082976,3.642761,3.835036657715244,-1.447641732712459,Building Violations,Mattapan,1905.0,Residential 3-family,2024-02-06 00:00:00+00:00,42.26690958083306,-71.09629073625996
77223,96051,1809163000,7.685643,-1.7233698,3.634398350529653,-0.1943708714749501,Enforcement Violations,Hyde Park,1875.0,Residential 3-family,2023-10-26 00:00:00+00:00,42.25421961967567,-71.12204082243422
145852,81106,502128000,-7.016658,7.247098,-6.23794709014359,-0.2227039190655223,Enforcement Violations,Boston,1899.0,Residential 7 or more units,2021-11-14 00:00:00+00:00,42.3599595324988,-71.06760446387456
138264,50879,2204144000,-12.328323,3.8839724,-1.643240960224841,1.2998398665678168,Enforcement Violations,Brighton,1915.0,Residential 3-family,2022-02-27 00:00:00+00:00,42.34916965624178,-71.16140069906257
95349,11949,1903290000,4.574066,2.964976,1.5932626063215127,-0.532844655339737,Enforcement Violations,Roslindale,1920.0,Residential 3-family,2023-05-30 00:00:00+00:00,42.28934961559439,-71.12309074695648
153615,20733,603731030,-1.0037705,-14.242463,-2.350411972943166,3.646753421253031,Enforcement Violations,South Boston,1989.0,Residential 1-family,2021-09-02 00:00:00+00:00,42.33794761257459,-71.02885767936745
119364,57120,1400117000,-8.252419,2.4429014,-0.288499122838238,-3.488084334837694,Enforcement Violations,Dorchester,1899.0,Residential 7 or more units,2022-09-23 00:00:00+00:00,42.30932954564639,-71.0740205913237
95250,53543,1102024000,8.089546,8.474457,-0.0219841747520882,-0.0823834737546211,Enforcement Violations,Jamaica Plain,1905.0,Residential 3-family,2023-05-31 00:00:00+00:00,42.31380958177308,-71.10122064355892
164866,82100,2202983000,9.156927,-2.493278,-1.3974306635414766,4.283674412355832,Housing Complaints,Brighton,1905.0,Residential 1-family,2021-05-18 09:13:00+00:00,42.35266965695816,-71.1627106936667
50119,67405,402381000,8.116152,-5.0829444,-3.2560922566101724,-1.2976137979655695,Sanitation Requests,Boston,1899.0,Residential 7 or more units,2024-07-23 16:58:22.533000+00:00,42.34285955217919,-71.08196053426875
23716,77231,2204406000,1.6123096,4.4898953,1.3681598992259718,3.6766254730298704,Building Violations,Brighton,1920.0,Residential 2-family,2025-03-11 00:00:00+00:00,42.35171965118235,-71.15844068677417
58756,1759,1400681060,-7.529428,-7.2218976,2.308097019503371,-2.016898214471108,Housing Complaints,Dorchester,2008.0,Residential 2-family,2024-05-07 09:57:00+00:00,42.30791072905982,-71.07918203102557
58391,91382,2205091000,-8.827126,-9.574392,0.0107107213284699,3.281157111984905,Sanitation Requests,Brighton,1920.0,Residential 2-family,2024-05-10 13:38:00+00:00,42.34061965443117,-71.15920071327422
160855,63937,1807051000,6.8615174,12.910026,2.8411500579179663,1.696938659508869,Enforcement Violations,Hyde Park,1885.0,Residential 1-family,2021-07-08 00:00:00+00:00,42.26419960784562,-71.11489078451119
13452,47511,1400589000,0.2283704,-2.542893,3.082366059417525,-3.517699646527193,Enforcement Violations,Dorchester,1900.0,Residential 3-family,2025-06-13 00:00:00+00:00,42.30906955188983,-71.07873060278104
150493,49080,1404088000,-2.8069477,2.2867467,4.5937696473619205,-3.4005539864598173,Enforcement Violations,Mattapan,1905.0,Residential 3-family,2021-09-28 00:00:00+00:00,42.28037956998392,-71.08910069039688
108332,23546,201326000,8.194636,0.23988868,-2.9635323184516253,4.310183092227556,Enforcement Violations,Charlestown,1870.0,Residential 1-family,2023-01-11 00:00:00+00:00,42.38290953260348,-71.06982041822157
160136,9184,1601073000,-11.043369,8.019536,3.448567692138672,-3.7066694551181953,Enforcement Violations,Dorchester,1905.0,Residential 3-family,2021-07-15 00:00:00+00:00,42.29399952709834,-71.05923059303576
50944,49302,1404075000,-3.713434,1.5270724,4.609266432484648,-3.356658106299616,Enforcement Violations,Mattapan,1910.0,Residential 3-family,2024-07-16 00:00:00+00:00,42.28099956967825,-71.08936069044435
167244,86950,2100798010,13.564677,10.849562,1.2389703891974393,2.8046948650112355,Enforcement Violations,Allston,1900.0,Residential 2-family,2021-04-16 00:00:00+00:00,42.3515796127792,-71.128880620759
67392,97055,801542000,-7.5501842,-9.923273,-2.6865949039190804,-1.984179428363512,Enforcement Violations,Roxbury,1900.0,Residential 4 or more family,2024-02-12 00:00:00+00:00,42.33600954502429,-71.07597053606654
133158,34872,1404130000,10.478792,1.7072368,4.1148676361928604,-3.889675439543751,Enforcement Violations,Mattapan,1905.0,Residential 3-family,2022-05-03 00:00:00+00:00,42.28125957336248,-71.0917706947903
174905,30737,102617000,-5.5593457,-4.7191405,1.5970130021912587,-2.2852052359784145,Civic Maintenance Requests,East Boston,1900.0,Residential 3-family,2021-01-05 08:07:00+00:00,42.377619492287,-71.03821035892625
124526,71738,1300255000,1.3829755,-2.1614687,2.475584698219443,-2.856594405506453,Enforcement Violations,Dorchester,1920.0,Residential 3-family,2022-08-18 00:00:00+00:00,42.31806953951381,-71.0703305641215
133380,55293,500832000,-2.6010597,-1.7608601,-5.751080752730642,0.3421634090655444,Enforcement Violations,Boston,1899.0,Residential 7 or more units,2022-05-01 00:00:00+00:00,42.34532953885513,-71.07134050529922
154908,65117,1000574000,7.26295,-11.321502,0.159119848568859,-1.4234751529476972,Enforcement Violations,Mission Hill,1905.0,Residential 3-family,2021-08-30 00:00:00+00:00,42.33218957869016,-71.10040059989667
178926,24358,1500291000,2.5078542,14.689335,4.282613233456922,0.0825253842509848,Enforcement Violations,Dorchester,1905.0,Residential 1-family,2020-11-03 00:00:00+00:00,42.3052695236208,-71.05789056505304
48939,54299,504185000,-12.438197,-3.2165775,-4.742186559317328,-3.59756369424713,Enforcement Violations,Boston,1920.0,Residential 7 or more units,2024-08-01 00:00:00+00:00,42.34603356856032,-71.09437355625896
164852,91799,800051000,6.612887,6.3497496,2.1860805695796555,0.8389693107886267,Sanitation Requests,Dorchester,1885.0,Residential 2-family,2021-05-18 13:19:00+00:00,42.32118639377702,-71.07023139435724
7442,48168,1101647000,-1.407464,-5.2167716,2.137935528756022,-4.359688316996555,Sanitation Requests,Roxbury,1920.0,Residential 7 or more units,2025-07-30 09:29:53.410000+00:00,42.31560957364403,-71.09533062521237
149509,39814,1603421000,-1.5918227,-3.7815726,2.1567126353166675,-0.965396503416862,Enforcement Violations,Dorchester,1905.0,Residential 3-family,2021-10-06 00:00:00+00:00,42.28367952719816,-71.05903061506953
